Date,Hour,Interval,Pr_WestHub,Pr_Lasso,MWh-PI,MWh-ERCOTRevMt,Scheduled,DST Flag
1/21/2020,16,2,-0.26,-1.57,2.152,2.08737,2.10000,
1/21/2020,16,3,-0.13,-1.46,1.06425,1.04874,1.10000,
1/21/2020,16,4,0.14,-0.93,0.848,0.82978,0.80000,
1/21/2020,17,1,0.83,-0.68,0.646,0.64178,0.60000,
1/21/2020,17,2,2.71,2.07,0.76,0.75833,0.80000,
1/21/2020,17,3,3.5,2.63,0.7935,0.793,0.80000,
1/21/2020,17,4,5.31,2.59,0.7215,0.70246,0.70000,
1/21/2020,18,1,8.7,7.61,0.2895,0.28335,0.30000,
1/21/2020,18,2,11.24,10.8,0.1545,0.15043,0.20000,
1/21/2020,18,3,12.14,10.74,0.09325,0.08965,0.10000,
1/21/2020,18,4,15.87,15.08,0.002,0,0.72500,
1/21/2020,19,1,18.02,17.77,0,0,0.02500,
1/21/2020,19,2,17.89,17.78,0,0,0.02500,
1/21/2020,19,3,18.03,18.02,0,0,0.02500,
1/21/2020,19,4,18.49,53.54,0,0,0.02500,
1/21/2020,20,1,18.36,55.4,0,0,0.00000,
1/21/2020,20,2,17.97,17.98,0,0,0.00000,
1/21/2020,20,3,18.1,86.05,0,0,0.00000,
1/21/2020,20,4,19.01,105,0,0,0.00000,
1/21/2020,21,1,18.83,94.21,0,0,0.00000,
1/21/2020,21,2,18.18,97.41,0,0,0.00000,
1/21/2020,21,3,17.84,95.52,0,0,0.00000,
1/21/2020,21,4,16.93,90.32,0,0,0.00000,
1/21/2020,22,1,16.21,83.52,0,0,0.00000,
1/21/2020,22,2,14.18,33.79,0,0,0.00000,
1/21/2020,22,3,13.11,13.11,0,0,0.00000,
1/21/2020,22,4,12.89,12.88,0,0,0.00000,
1/21/2020,23,1,12.51,12.52,0,0,0.00000,
1/21/2020,23,2,12.56,12.56,0,0,0.00000,
1/21/2020,23,3,12.54,12.55,0,0,0.00000,
1/21/2020,23,4,12.04,12.05,0,0,0.00000,
1/21/2020,24,1,7.25,7.75,0,0,0.00000,
1/21/2020,24,2,4.05,5.15,0,0,0.00000,
1/21/2020,24,3,2.71,3.87,0,0,0.00000,
1/21/2020,24,4,2.47,3.55,0,0,0.00000,
1/22/2020,1,1,11.4,26.84,0,0,0.00000,
1/22/2020,1,2,13.89,92.48,0,0,0.00000,
1/22/2020,1,3,13.78,82.93,0,0,0.00000,
1/22/2020,1,4,13.06,60.22,0,0,0.00000,
1/22/2020,2,1,13.23,61.11,0,0,0.00000,
1/22/2020,2,2,12.75,58.54,0,0,0.00000,
1/22/2020,2,3,12.15,28.14,0,0,0.00000,
1/22/2020,2,4,12.46,52.81,0,0,0.00000,
1/22/2020,3,1,14.01,127.1,0,0,0.00000,
1/22/2020,3,2,14.24,134.92,0,0,0.00000,
1/22/2020,3,3,13.71,92.59,0,0,0.00000,
1/22/2020,3,4,13.75,59.28,0,0,0.00000,
1/22/2020,4,1,13.54,15.4,0,0,0.00000,
1/22/2020,4,2,14.26,19.41,0,0,0.00000,
1/22/2020,4,3,14.32,14.65,0,0,0.00000,
1/22/2020,4,4,14.38,20.91,0,0,0.00000,
1/22/2020,5,1,14.22,20.71,0,0,0.00000,
1/22/2020,5,2,14.66,15,0,0,0.00000,
1/22/2020,5,3,14.63,14.64,0,0,0.00000,
1/22/2020,5,4,13.39,13.39,0,0,0.00000,
1/22/2020,6,1,14.49,14.49,0,0,0.00000,
1/22/2020,6,2,15.13,15.13,0,0,0.00000,
1/22/2020,6,3,15.76,22.04,0,0,0.00000,
1/22/2020,6,4,16.24,35.75,0,0,0.00000,
1/22/2020,7,1,19.39,37.2,0,0,0.00000,
1/22/2020,7,2,19.17,25.43,0,0,0.00000,
1/22/2020,7,3,18.95,19.02,0,0,0.00000,
1/22/2020,7,4,19.65,19.79,0,0,0.00000,
1/22/2020,8,1,15.44,14.42,0,0,0.02500,
1/22/2020,8,2,13.92,12.19,0,0,0.02500,
1/22/2020,8,3,16.72,16.05,0,0,0.02500,
1/22/2020,8,4,18.08,24.31,0,0,0.02500,
1/22/2020,9,1,18.84,18.9,0.11325,0.119,0.10000,
1/22/2020,9,2,18.26,18.28,0.36575,0.37488,0.40000,
1/22/2020,9,3,18.42,18.43,0.74325,0.75804,0.80000,
1/22/2020,9,4,20.92,20.92,1.01675,1.01501,1.00000,
1/22/2020,10,1,19.15,19.15,0.86025,0.86825,0.90000,
1/22/2020,10,2,20.92,20.92,1.4545,1.50825,1.50000,
1/22/2020,10,3,18.42,17.35,5.26425,5.47642,5.50000,
1/22/2020,10,4,18.56,16.91,9.7995,9.8119,9.80000,
1/22/2020,11,1,17.97,16.38,9.881,9.86572,9.90000,
1/22/2020,11,2,18,16.4,9.79775,9.77806,9.80000,
1/22/2020,11,3,17.77,17.73,9.7285,9.71654,9.70000,
1/22/2020,11,4,18.31,18.31,9.644,9.63218,9.60000,
1/22/2020,12,1,20.05,20.05,9.69375,9.62529,9.60000,
1/22/2020,12,2,19.42,19.42,6.51425,6.38586,6.40000,
1/22/2020,12,3,18.43,18.43,4.161,4.30485,4.30000,
1/22/2020,12,4,17.98,17.98,9.3365,9.38373,9.40000,
1/22/2020,13,1,17.62,17.62,9.718,9.69916,9.70000,
1/22/2020,13,2,18.23,18.23,9.642,9.62908,9.60000,
1/22/2020,13,3,17.75,17.27,9.67025,9.66538,9.70000,
1/22/2020,13,4,17.18,15.65,10.364,10.35503,10.40000,
1/22/2020,14,1,17.37,15.82,9.882,9.85894,9.90000,
1/22/2020,14,2,17.24,6.08,9.4845,9.45266,9.50000,
1/22/2020,14,3,16.92,15.15,9.75775,9.77269,9.80000,
1/22/2020,14,4,16.59,-6.9,7.512,7.31723,7.30000,
1/22/2020,15,1,16.46,15.01,3.4045,3.34712,3.30000,
1/22/2020,15,2,16.43,14.98,3.16425,3.20251,3.20000,
1/22/2020,15,3,16.42,14.97,8.8235,9.019,9.00000,
1/22/2020,15,4,16.75,10.58,10.05325,10.01115,10.00000,
1/22/2020,16,1,16.46,0.76,10.0885,10.06997,10.10000,
1/22/2020,16,2,16.64,0.76,10.09675,10.08239,10.10000,
1/22/2020,16,3,17.44,0.8,10.0945,10.08158,10.10000,
1/22/2020,16,4,17.18,0.79,10.18075,10.16625,10.20000,
1/22/2020,17,1,17.13,0.79,10.239,10.21946,10.20000,
1/22/2020,17,2,17.94,0.97,10.122,10.09409,10.10000,
1/22/2020,17,3,18.7,18.39,9.1315,9.07273,9.10000,
1/22/2020,17,4,19.2,19.2,7.657,7.59818,7.60000,
1/22/2020,18,1,20.86,20.99,6.011,5.95697,6.00000,
1/22/2020,18,2,44.13,44.15,4.29125,4.23275,4.20000,
1/22/2020,18,3,311.73,311.73,2.53825,2.48352,2.50000,
1/22/2020,18,4,625.82,625.82,0.816,0.76689,0.80000,
1/22/2020,19,1,46.57,46.57,0.09275,0.08655,0.10000,
1/22/2020,19,2,57.75,57.75,0,0,0.17500,
1/22/2020,19,3,25.56,25.56,0,0,0.17500,
1/22/2020,19,4,23.02,23.02,0,0,0.17500,
1/22/2020,20,1,21.43,21.49,0,0,0.00000,
1/22/2020,20,2,21.4,21.61,0,0,0.00000,
1/22/2020,20,3,24.37,25.02,0,0,0.00000,
1/22/2020,20,4,37.42,39.76,0,0,0.00000,
1/22/2020,21,1,21.98,22.53,0,0,0.00000,
1/22/2020,21,2,20.13,20.51,0,0,0.00000,
1/22/2020,21,3,20.93,21.38,0,0,0.00000,
1/22/2020,21,4,20.38,20.78,0,0,0.00000,
1/22/2020,22,1,20.18,20.56,0,0,0.00000,
1/22/2020,22,2,20.1,20.47,0,0,0.00000,
1/22/2020,22,3,18.98,19.25,0,0,0.00000,
1/22/2020,22,4,18.81,19.07,0,0,0.00000,
1/22/2020,23,1,20.87,21.36,0,0,0.00000,
1/22/2020,23,2,48.71,52.11,0,0,0.00000,
1/22/2020,23,3,18.29,18.39,0,0,0.00000,
1/22/2020,23,4,18.72,21.11,0,0,0.00000,
1/22/2020,24,1,17.61,17.69,0,0,0.00000,
1/22/2020,24,2,17.57,29.97,0,0,0.00000,
1/22/2020,24,3,17.59,26.15,0,0,0.00000,
1/22/2020,24,4,17.64,17.99,0,0,0.00000,
1/23/2020,1,1,17.12,17.31,0,0,0.00000,
1/23/2020,1,2,16.69,16.69,0,0,0.00000,
1/23/2020,1,3,16.56,16.56,0,0,0.00000,
1/23/2020,1,4,16.33,16.33,0,0,0.00000,
1/23/2020,2,1,15.44,15.44,0,0,0.00000,
1/23/2020,2,2,15.08,15.08,0,0,0.00000,
1/23/2020,2,3,15.17,15.17,0,0,0.00000,
1/23/2020,2,4,15.59,15.59,0,0,0.00000,
1/23/2020,3,1,16.17,16.18,0,0,0.00000,
1/23/2020,3,2,15.08,15.08,0,0,0.00000,
1/23/2020,3,3,14.71,14.71,0,0,0.00000,
1/23/2020,3,4,13.7,13.7,0,0,0.00000,
1/23/2020,4,1,12.94,12.94,0,0,0.00000,
1/23/2020,4,2,13.28,13.28,0,0,0.00000,
1/23/2020,4,3,13.44,13.44,0,0,0.00000,
1/23/2020,4,4,13.38,13.38,0,0,0.00000,
1/23/2020,5,1,13.55,13.55,0,0,0.00000,
1/23/2020,5,2,13.97,13.97,0,0,0.00000,
1/23/2020,5,3,14.36,14.36,0,0,0.00000,
1/23/2020,5,4,14.43,14.43,0,0,0.00000,
1/23/2020,6,1,15.24,15.24,0,0,0.00000,
1/23/2020,6,2,16.48,16.48,0,0,0.00000,
1/23/2020,6,3,17.25,17.25,0,0,0.00000,
1/23/2020,6,4,16.96,16.96,0,0,0.00000,
1/23/2020,7,1,20.33,20.33,0,0,0.00000,
1/23/2020,7,2,19,19,0,0,0.00000,
1/23/2020,7,3,19.16,19.16,0,0,0.00000,
1/23/2020,7,4,19.15,19.15,0,0,0.00000,
1/23/2020,8,1,18.64,18.64,0,0,0.00000,
1/23/2020,8,2,17.44,17.44,0,0,0.00000,
1/23/2020,8,3,16.38,16.38,0,0,0.00000,
1/23/2020,8,4,15.73,15.73,0.02,0.02131,0.00000,
1/23/2020,9,1,15.62,15.62,0.335,0.36105,0.40000,
1/23/2020,9,2,15.37,15.37,1.6865,1.73405,1.70000,
1/23/2020,9,3,14.91,14.91,3.348,3.40659,3.40000,
1/23/2020,9,4,14.76,14.76,5.12525,5.1827,5.20000,
1/23/2020,10,1,14.42,14.42,6.987,7.03469,7.00000,
1/23/2020,10,2,14.28,14.28,8.555,8.59041,8.60000,
1/23/2020,10,3,13.91,13.91,9.83575,9.8453,9.90000,
1/23/2020,10,4,12.79,12.79,10.0505,10.03185,10.00000,
1/23/2020,11,1,12.12,12.12,9.92925,9.91271,9.90000,
1/23/2020,11,2,12.08,12.08,9.8495,9.83595,9.80000,
1/23/2020,11,3,12.17,12.17,9.82175,9.80556,9.80000,
1/23/2020,11,4,12.07,12.07,9.72875,9.71002,9.70000,
1/23/2020,12,1,11.96,11.96,9.61375,9.59929,9.60000,
1/23/2020,12,2,12.18,12.18,9.5215,9.50357,9.50000,
1/23/2020,12,3,11.9,11.9,9.4055,9.39008,9.40000,
1/23/2020,12,4,11.88,11.88,9.3135,9.29809,9.30000,
1/23/2020,13,1,12.06,12.06,9.24375,9.23195,9.20000,
1/23/2020,13,2,12.44,12.44,9.199,9.18512,9.20000,
1/23/2020,13,3,12.89,12.89,9.13,9.11873,9.10000,
1/23/2020,13,4,12.97,12.98,9.16225,9.15155,9.20000,
1/23/2020,14,1,13.62,13.62,9.21525,9.20679,9.20000,
1/23/2020,14,2,13.13,13.13,9.2905,9.27894,9.30000,
1/23/2020,14,3,13.25,13.25,9.33175,9.32122,9.30000,
1/23/2020,14,4,13.21,13.21,9.404,9.39303,9.40000,
1/23/2020,15,1,13.2,13.2,9.50575,9.4968,9.50000,
1/23/2020,15,2,13.07,13.07,9.69575,9.68719,9.70000,
1/23/2020,15,3,12.96,12.96,9.798,9.78873,9.80000,
1/23/2020,15,4,13.08,13.08,9.94525,9.93577,10.00000,
1/23/2020,16,1,13.25,13.25,10.059,10.04617,10.10000,
1/23/2020,16,2,13.7,13.7,10.1485,10.13727,10.20000,
1/23/2020,16,3,13.75,13.75,10.3105,10.29633,10.30000,
1/23/2020,16,4,13.5,13.5,10.40275,10.38825,10.40000,
1/23/2020,17,1,13.34,13.34,10.46725,10.45018,10.50000,
1/23/2020,17,2,13.54,13.54,10.3785,10.35514,10.40000,
1/23/2020,17,3,14.08,14.08,9.5035,9.44569,9.50000,
1/23/2020,17,4,14.72,14.72,8.02175,7.96308,8.00000,
1/23/2020,18,1,15.22,15.22,6.3225,6.26442,6.30000,
1/23/2020,18,2,16.57,16.57,4.5305,4.47255,4.50000,
1/23/2020,18,3,19.44,19.44,2.707,2.65275,2.60000,
1/23/2020,18,4,18.85,24.4,0.95475,0.90394,0.90000,
1/23/2020,19,1,17.12,82.7,0.11125,0.10465,0.10000,
1/23/2020,19,2,14.52,234.51,0,0,0.00000,
1/23/2020,19,3,14.89,184.79,0,0,0.00000,
1/23/2020,19,4,15.04,181.97,0,0,0.00000,
1/23/2020,20,1,15.82,120.94,0,0,0.00000,
1/23/2020,20,2,17.87,24.43,0,0,0.00000,
1/23/2020,20,3,17.94,17.94,0,0,0.00000,
1/23/2020,20,4,17.49,17.49,0,0,0.00000,
1/23/2020,21,1,16.56,16.56,0,0,0.00000,
1/23/2020,21,2,16.18,16.18,0,0,0.00000,
1/23/2020,21,3,16.1,16.1,0,0,0.00000,
1/23/2020,21,4,15.83,15.83,0,0,0.00000,
1/23/2020,22,1,15.54,15.54,0,0,0.00000,
1/23/2020,22,2,15.16,15.16,0,0,0.00000,
1/23/2020,22,3,14.94,14.94,0,0,0.00000,
1/23/2020,22,4,14.23,14.23,0,0,0.00000,
1/23/2020,23,1,13.56,13.58,0,0,0.00000,
1/23/2020,23,2,13.39,13.41,0,0,0.00000,
1/23/2020,23,3,13.38,13.38,0,0,0.00000,
1/23/2020,23,4,13.01,13.01,0,0,0.00000,
1/23/2020,24,1,12.93,12.94,0,0,0.00000,
1/23/2020,24,2,13.93,14.62,0,0,0.00000,
1/23/2020,24,3,14.03,14.79,0,0,0.00000,
1/23/2020,24,4,13.03,13.05,0,0,0.00000,
1/24/2020,1,1,13.49,13.52,0,0,0.00000,
1/24/2020,1,2,13.39,13.44,0,0,0.00000,
1/24/2020,1,3,13.44,13.46,0,0,0.00000,
1/24/2020,1,4,13.47,13.47,0,0,0.00000,
1/24/2020,2,1,13.85,13.85,0,0,0.00000,
1/24/2020,2,2,13.87,13.87,0,0,0.00000,
1/24/2020,2,3,13.98,13.98,0,0,0.00000,
1/24/2020,2,4,14.07,14.07,0,0,0.00000,
1/24/2020,3,1,14.17,14.17,0,0,0.00000,
1/24/2020,3,2,14.47,14.47,0,0,0.00000,
1/24/2020,3,3,14.66,14.76,0,0,0.00000,
1/24/2020,3,4,14.74,14.86,0,0,0.00000,
1/24/2020,4,1,14.56,14.56,0,0,0.00000,
1/24/2020,4,2,14.78,14.78,0,0,0.00000,
1/24/2020,4,3,14.96,14.96,0,0,0.00000,
1/24/2020,4,4,15.11,15.11,0,0,0.00000,
1/24/2020,5,1,15.84,15.84,0,0,0.00000,
1/24/2020,5,2,15.66,18.27,0,0,0.00000,
1/24/2020,5,3,16.06,19.8,0,0,0.00000,
1/24/2020,5,4,16.08,25.01,0,0,0.00000,
1/24/2020,6,1,18.57,21.32,0,0,0.00000,
1/24/2020,6,2,18.98,21.13,0,0,0.00000,
1/24/2020,6,3,20.56,21.79,0,0,0.00000,
1/24/2020,6,4,20.76,21.56,0,0,0.00000,
1/24/2020,7,1,41.99,42,0,0,0.00000,
1/24/2020,7,2,24.14,24.22,0,0,0.00000,
1/24/2020,7,3,308.25,308.25,0,0,0.00000,
1/24/2020,7,4,265.47,265.47,0,0,0.00000,
1/24/2020,8,1,43.33,178.36,0,0,0.00000,
1/24/2020,8,2,25.14,155.75,0,0,0.00000,
1/24/2020,8,3,23.51,113.17,0,0,0.00000,
1/24/2020,8,4,21.68,28.14,0,0.02305,0.00000,
1/24/2020,9,1,23.57,23.67,0,0.31391,0.00000,
1/24/2020,9,2,21.39,21.39,0,1.71988,0.00000,
1/24/2020,9,3,20.92,20.92,0,3.45598,0.00000,
1/24/2020,9,4,19.3,19.3,0,5.31179,0.00000,
1/24/2020,10,1,19.68,19.68,0,7.05428,0.00000,
1/24/2020,10,2,19.04,19.04,6.7375,8.57936,7.10000,
1/24/2020,10,3,18.61,18.61,9.8545,9.86835,9.90000,
1/24/2020,10,4,19.91,19.91,10.1305,10.11512,10.10000,
1/24/2020,11,1,18.59,18.59,10.1485,10.13069,10.10000,
1/24/2020,11,2,17.75,17.75,10.12175,10.10273,10.10000,
1/24/2020,11,3,17.28,17.28,10.0165,9.9968,10.00000,
1/24/2020,11,4,17.11,17.11,9.87925,9.85919,9.90000,
1/24/2020,12,1,17.31,17.31,9.73375,9.71396,9.70000,
1/24/2020,12,2,17.31,-4.03,9.57475,9.55065,9.60000,
1/24/2020,12,3,16.89,15.69,9.4695,9.45854,9.50000,
1/24/2020,12,4,15.86,15.86,9.37175,9.35618,9.40000,
1/24/2020,13,1,15.94,15.94,9.2835,9.26577,9.30000,
1/24/2020,13,2,16.02,16.02,9.176,9.16367,9.20000,
1/24/2020,13,3,16.95,16.95,9.163,9.15125,9.20000,
1/24/2020,13,4,16.38,16.38,9.138,9.1271,9.10000,
1/24/2020,14,1,16.8,16.8,9.14875,9.13814,9.20000,
1/24/2020,14,2,16.57,16.57,9.22675,9.21676,9.20000,
1/24/2020,14,3,16.32,16.32,9.2695,9.2572,9.30000,
1/24/2020,14,4,16.36,16.36,9.312,9.30235,9.30000,
1/24/2020,15,1,16.77,16.77,9.4565,9.44731,9.50000,
1/24/2020,15,2,17.12,17.12,9.57925,9.57018,9.60000,
1/24/2020,15,3,17.87,17.87,9.71225,9.7039,9.70000,
1/24/2020,15,4,17.62,17.62,9.8115,9.7981,9.80000,
1/24/2020,16,1,17.05,17.05,9.9225,9.91325,9.90000,
1/24/2020,16,2,17.06,17.06,10.075,10.06383,10.10000,
1/24/2020,16,3,17.16,17.16,10.152,10.13337,10.20000,
1/24/2020,16,4,17.41,17.41,10.076,10.05955,10.10000,
1/24/2020,17,1,17.29,17.29,9.98225,9.96377,10.00000,
1/24/2020,17,2,17.29,17.29,9.91725,9.89917,9.90000,
1/24/2020,17,3,17.4,17.4,9.1735,9.11629,9.10000,
1/24/2020,17,4,17.64,17.64,7.725,7.6696,7.70000,
1/24/2020,18,1,18.3,18.3,6.1375,6.08029,6.10000,
1/24/2020,18,2,19.12,19.12,4.4235,4.36584,4.40000,
1/24/2020,18,3,20.44,20.44,2.6845,2.62932,2.60000,
1/24/2020,18,4,24.23,24.23,1.02275,0.97069,1.00000,
1/24/2020,19,1,20.58,29.84,0.11225,0.10493,0.10000,
1/24/2020,19,2,30.49,42.08,0,0,0.00000,
1/24/2020,19,3,18.85,19.14,0,0,0.00000,
1/24/2020,19,4,17.96,17.96,0,0,0.00000,
1/24/2020,20,1,18.01,18.01,0,0,0.00000,
1/24/2020,20,2,17.88,17.88,0,0,0.00000,
1/24/2020,20,3,17.02,17.02,0,0,0.00000,
1/24/2020,20,4,16.7,16.7,0,0,0.00000,
1/24/2020,21,1,15.83,15.83,0,0,0.00000,
1/24/2020,21,2,15.29,15.29,0,0,0.00000,
1/24/2020,21,3,14.85,14.85,0,0,0.00000,
1/24/2020,21,4,15.13,15.13,0,0,0.00000,
1/24/2020,22,1,14.69,14.58,0,0,0.00000,
1/24/2020,22,2,15.13,15.13,0,0,0.00000,
1/24/2020,22,3,14.5,13.79,0,0,0.00000,
1/24/2020,22,4,11.88,9.7,0,0,0.00000,
1/24/2020,23,1,11.6,9.9,0,0,0.00000,
1/24/2020,23,2,10.98,8.81,0,0,0.00000,
1/24/2020,23,3,10.23,8.33,0,0,0.00000,
1/24/2020,23,4,10.27,8.22,0,0,0.00000,
1/24/2020,24,1,10.22,8.09,0,0,0.00000,
1/24/2020,24,2,10.68,8.59,0,0,0.00000,
1/24/2020,24,3,9.58,7.72,0,0,0.00000,
1/24/2020,24,4,8.46,6.66,0,0,0.00000,
1/25/2020,1,1,8.44,6.41,0,0,0.00000,
1/25/2020,1,2,6.87,5.41,0,0,0.00000,
1/25/2020,1,3,5.92,4.64,0,0,0.00000,
1/25/2020,1,4,4.76,3.63,0,0,0.00000,
1/25/2020,2,1,5.24,3.9,0,0,0.00000,
1/25/2020,2,2,4.9,3.62,0,0,0.00000,
1/25/2020,2,3,5.49,4.04,0,0,0.00000,
1/25/2020,2,4,6.72,5.12,0,0,0.00000,
1/25/2020,3,1,8.62,6.7,0,0,0.00000,
1/25/2020,3,2,9.49,7.44,0,0,0.00000,
1/25/2020,3,3,9.62,7.56,0,0,0.00000,
1/25/2020,3,4,9.53,7.48,0,0,0.00000,
1/25/2020,4,1,9.64,7.71,0,0,0.00000,
1/25/2020,4,2,9.03,8.28,0,0,0.00000,
1/25/2020,4,3,9.98,10.08,0,0,0.00000,
1/25/2020,4,4,10.95,10.95,0,0,0.00000,
1/25/2020,5,1,12.56,12.55,0,0,0.00000,
1/25/2020,5,2,12.85,12.83,0,0,0.00000,
1/25/2020,5,3,12.64,12.63,0,0,0.00000,
1/25/2020,5,4,11.88,11.88,0,0,0.00000,
1/25/2020,6,1,11.82,11.81,0,0,0.00000,
1/25/2020,6,2,11.53,11.52,0,0,0.00000,
1/25/2020,6,3,10.98,10.98,0,0,0.00000,
1/25/2020,6,4,9.14,7.11,0,0,0.00000,
1/25/2020,7,1,10.04,7.92,0,0,0.00000,
1/25/2020,7,2,11.08,9.02,0,0,0.00000,
1/25/2020,7,3,12.95,12.28,0,0,0.00000,
1/25/2020,7,4,13.98,13.95,0,0,0.00000,
1/25/2020,8,1,14.16,14.13,0,0,0.00000,
1/25/2020,8,2,14.02,13.99,0,0,0.00000,
1/25/2020,8,3,14.77,14.74,0,0,0.00000,
1/25/2020,8,4,14.74,14.66,0,0,0.00000,
1/25/2020,9,1,15.65,15.51,0.0485,0.05123,0.10000,
1/25/2020,9,2,17.73,17.68,0.1885,0.19261,0.20000,
1/25/2020,9,3,17.79,17.76,0.36925,0.3758,0.40000,
1/25/2020,9,4,17.12,17.08,0.611,0.61469,0.60000,
1/25/2020,10,1,18.25,18.22,0.74475,0.74679,0.70000,
1/25/2020,10,2,18.8,18.77,0.925,0.92961,0.90000,
1/25/2020,10,3,17.92,17.9,0.971,0.97256,1.00000,
1/25/2020,10,4,17.76,17.76,1.1325,1.14196,1.10000,
1/25/2020,11,1,17.15,17.13,1.54725,1.56795,1.60000,
1/25/2020,11,2,15.94,15.92,2.221,2.24232,2.20000,
1/25/2020,11,3,15.3,15.27,2.635,2.64302,2.60000,
1/25/2020,11,4,13.87,13.86,2.897,2.90899,2.90000,
1/25/2020,12,1,14.57,14.55,3.27025,3.28918,3.30000,
1/25/2020,12,2,14.22,14.2,4.45875,4.51442,4.50000,
1/25/2020,12,3,13.5,13.49,5.52775,5.54289,5.50000,
1/25/2020,12,4,13.09,13.09,5.83275,5.82825,5.80000,
1/25/2020,13,1,13.19,13.18,6.49075,6.57774,6.60000,
1/25/2020,13,2,13.28,13.27,7.31275,7.18713,7.20000,
1/25/2020,13,3,13.05,13.04,5.30125,5.3402,5.30000,
1/25/2020,13,4,11.19,10.86,8.328,8.44655,8.50000,
1/25/2020,14,1,8.74,7.69,9.82125,9.77326,9.80000,
1/25/2020,14,2,8.94,8.01,7.07425,6.99834,7.00000,
1/25/2020,14,3,8.38,7.28,6.357,6.35309,6.40000,
1/25/2020,14,4,7.38,6.08,7.08575,7.00648,7.00000,
1/25/2020,15,1,8.41,7.39,5.3635,5.42235,5.40000,
1/25/2020,15,2,9.86,9.29,6.91025,6.97775,7.00000,
1/25/2020,15,3,9.82,9.33,6.92325,6.87615,6.90000,
1/25/2020,15,4,11.01,10.68,7.72525,7.68302,7.70000,
1/25/2020,16,1,11.86,11.67,8.01725,8.00109,8.00000,
1/25/2020,16,2,12.03,11.89,6.179,6.31259,6.30000,
1/25/2020,16,3,11.38,11.25,8.25925,8.17015,8.20000,
1/25/2020,16,4,11.45,11.34,8.45675,8.38308,8.40000,
1/25/2020,17,1,11.48,11.36,6.77275,6.70519,6.70000,
1/25/2020,17,2,11.63,11.55,4.99175,5.00468,5.00000,
1/25/2020,17,3,12.51,12.44,3.0645,3.00987,3.00000,
1/25/2020,17,4,13.55,13.54,5.26525,5.25432,5.30000,
1/25/2020,18,1,14.46,14.46,3.32475,3.32066,3.30000,
1/25/2020,18,2,17.53,17.53,1.72525,1.75229,1.80000,
1/25/2020,18,3,18.99,19,1.242,1.16191,1.20000,
1/25/2020,18,4,18.2,18.21,0.8865,0.87672,0.90000,
1/25/2020,19,1,18.17,18.17,0.14325,0.13716,0.10000,
1/25/2020,19,2,16.97,78.63,0.0095,0.00461,0.00000,
1/25/2020,19,3,16.68,75.75,0,0,0.00000,
1/25/2020,19,4,16.88,38.05,0,0,0.00000,
1/25/2020,20,1,16.85,35.56,0,0,0.00000,
1/25/2020,20,2,16.77,35.53,0,0,0.00000,
1/25/2020,20,3,16.32,84.03,0,0,0.00000,
1/25/2020,20,4,16.66,35.35,0,0,0.00000,
1/25/2020,21,1,15.14,130.17,0,0,0.00000,
1/25/2020,21,2,14.58,181.51,0,0,0.00000,
1/25/2020,21,3,14.61,181.54,0,0,0.00000,
1/25/2020,21,4,15.09,182.02,0,0,0.00000,
1/25/2020,22,1,15.07,182,0,0,0.00000,
1/25/2020,22,2,16.54,158.43,0,0,0.00000,
1/25/2020,22,3,12.98,291.56,0,0,0.00000,
1/25/2020,22,4,14.89,181.82,0,0,0.00000,
1/25/2020,23,1,14.69,181.61,0,0,0.00000,
1/25/2020,23,2,14.85,181.77,0,0,0.00000,
1/25/2020,23,3,14.71,181.63,0,0,0.00000,
1/25/2020,23,4,14.42,181.34,0,0,0.00000,
1/25/2020,24,1,14.62,181.54,0,0,0.00000,
1/25/2020,24,2,13.81,180.74,0,0,0.00000,
1/25/2020,24,3,14.53,134.68,0,0,0.00000,
1/25/2020,24,4,15.21,80.86,0,0,0.00000,
1/26/2020,1,1,13.37,180.29,0,0,0.00000,
1/26/2020,1,2,15.56,37.48,0,0,0.00000,
1/26/2020,1,3,15.58,22.16,0,0,0.00000,
1/26/2020,1,4,15.79,15.79,0,0,0.00000,
1/26/2020,2,1,14.98,14.98,0,0,0.00000,
1/26/2020,2,2,14.32,14.32,0,0,0.00000,
1/26/2020,2,3,14.18,14.18,0,0,0.00000,
1/26/2020,2,4,14.26,14.26,0,0,0.00000,
1/26/2020,3,1,14.28,14.28,0,0,0.00000,
1/26/2020,3,2,14.55,14.55,0,0,0.00000,
1/26/2020,3,3,14.72,14.72,0,0,0.00000,
1/26/2020,3,4,15.17,15.17,0,0,0.00000,
1/26/2020,4,1,15.58,15.58,0,0,0.00000,
1/26/2020,4,2,15.2,15.2,0,0,0.00000,
1/26/2020,4,3,15.72,15.72,0,0,0.00000,
1/26/2020,4,4,15.15,15.15,0,0,0.00000,
1/26/2020,5,1,16.12,16.12,0,0,0.00000,
1/26/2020,5,2,16.16,16.16,0,0,0.00000,
1/26/2020,5,3,15.92,15.92,0,0,0.00000,
1/26/2020,5,4,14.95,14.95,0,0,0.00000,
1/26/2020,6,1,15.28,15.28,0,0,0.00000,
1/26/2020,6,2,14.64,14.64,0,0,0.00000,
1/26/2020,6,3,14.14,14.14,0,0,0.00000,
1/26/2020,6,4,14.05,14.05,0,0,0.00000,
1/26/2020,7,1,14.26,14.26,0,0,0.00000,
1/26/2020,7,2,15.11,15.11,0,0,0.00000,
1/26/2020,7,3,14.96,14.96,0,0,0.00000,
