Date,Hour,Interval,Pr_WestHub,Pr_Lasso,MWh-PI,MWh-ERCOTRevMt,Scheduled,DST Flag
1/12/2020,14,1,11.73,11.73,6.898,6.82244,6.80000,
1/12/2020,14,2,11.59,11.59,5.49775,5.43623,5.40000,
1/12/2020,14,3,11.96,11.96,5.88225,6.04276,6.00000,
1/12/2020,14,4,12.15,12.15,4.85625,4.74863,4.80000,
1/12/2020,15,1,12.24,12.24,5.929,5.86716,5.90000,
1/12/2020,15,2,12.21,12.21,7.15,7.23101,7.20000,
1/12/2020,15,3,12.27,12.27,7.56,7.55123,7.60000,
1/12/2020,15,4,12.21,12.21,5.9905,5.93157,5.90000,
1/12/2020,16,1,12.65,19.61,5.38625,5.37795,5.40000,
1/12/2020,16,2,13.22,13.61,6.123,6.17465,6.20000,
1/12/2020,16,3,13.49,13.49,5.18075,5.12164,5.10000,
1/12/2020,16,4,14.18,20.9,6.00575,6.12119,6.10000,
1/12/2020,17,1,14.91,15.43,5.46525,5.30281,5.30000,
1/12/2020,17,2,15.4,15.4,3.636,3.69516,3.70000,
1/12/2020,17,3,16.53,16.53,4.182,4.114,4.10000,
1/12/2020,17,4,17.73,17.73,4.40925,4.47267,4.50000,
1/12/2020,18,1,17.83,17.83,4.58825,4.54652,4.50000,
1/12/2020,18,2,19.21,19.21,2.9915,2.92471,2.90000,
1/12/2020,18,3,20,25.95,1.15825,1.13152,1.10000,
1/12/2020,18,4,20.18,138.09,0.222,0.19723,0.20000,
1/12/2020,19,1,18.29,174.79,0.01675,0.01089,0.00000,
1/12/2020,19,2,19.28,40.61,0,0,0.00000,
1/12/2020,19,3,18.78,25.78,0,0,0.00000,
1/12/2020,19,4,18.76,25.43,0,0,0.00000,
1/12/2020,20,1,18.42,18.42,0,0,0.00000,
1/12/2020,20,2,18.61,18.61,0,0,0.00000,
1/12/2020,20,3,17.96,17.96,0,0,0.00000,
1/12/2020,20,4,17.89,17.89,0,0,0.00000,
1/12/2020,21,1,17.29,17.29,0,0,0.00000,
1/12/2020,21,2,17.18,17.18,0,0,0.00000,
1/12/2020,21,3,16.68,16.68,0,0,0.00000,
1/12/2020,21,4,15.7,15.7,0,0,0.00000,
1/12/2020,22,1,14.92,14.92,0,0,0.00000,
1/12/2020,22,2,13.93,13.93,0,0,0.00000,
1/12/2020,22,3,14.02,14.02,0,0,0.00000,
1/12/2020,22,4,13.25,13.25,0,0,0.00000,
1/12/2020,23,1,12.61,12.61,0,0,0.00000,
1/12/2020,23,2,12.76,12.76,0,0,0.00000,
1/12/2020,23,3,12.06,12.05,0,0,0.00000,
1/12/2020,23,4,10.98,10.98,0,0,0.00000,
1/12/2020,24,1,9.45,9.45,0,0,0.00000,
1/12/2020,24,2,9.17,9.17,0,0,0.00000,
1/12/2020,24,3,8.92,8.92,0,0,0.00000,
1/12/2020,24,4,6.2,6.2,0,0,0.00000,
1/13/2020,1,1,8.96,8.96,0,0,0.00000,
1/13/2020,1,2,9.66,9.66,0,0,0.00000,
1/13/2020,1,3,8.64,7.38,0,0,0.00000,
1/13/2020,1,4,8.5,6.55,0,0,0.00000,
1/13/2020,2,1,8.3,6.36,0,0,0.00000,
1/13/2020,2,2,6.25,4.41,0,0,0.00000,
1/13/2020,2,3,5.79,3.97,0,0,0.00000,
1/13/2020,2,4,4.64,2.87,0,0,0.00000,
1/13/2020,3,1,7.31,5.41,0,0,0.00000,
1/13/2020,3,2,3.01,1.41,0,0,0.00000,
1/13/2020,3,3,2.83,1.14,0,0,0.00000,
1/13/2020,3,4,5.33,3.52,0,0,0.00000,
1/13/2020,4,1,2.85,1.16,0,0,0.00000,
1/13/2020,4,2,4.39,2.63,0,0,0.00000,
1/13/2020,4,3,3.97,2.79,0,0,0.00000,
1/13/2020,4,4,4.49,2.72,0,0,0.00000,
1/13/2020,5,1,7.8,5.88,0,0,0.00000,
1/13/2020,5,2,8.16,6.25,0,0,0.00000,
1/13/2020,5,3,8.5,6.55,0,0,0.00000,
1/13/2020,5,4,9.05,7.74,0,0,0.00000,
1/13/2020,6,1,9.8,8.45,0,0,0.00000,
1/13/2020,6,2,10.35,9.01,0,0,0.00000,
1/13/2020,6,3,11.72,11.23,0,0,0.00000,
1/13/2020,6,4,12.62,12.62,0,0,0.00000,
1/13/2020,7,1,13.48,12.79,0,0,0.00000,
1/13/2020,7,2,12.73,10.76,0,0,0.00000,
1/13/2020,7,3,12.18,10.18,0,0,0.00000,
1/13/2020,7,4,7.83,7.3,0,0,0.00000,
1/13/2020,8,1,1.73,1.89,0,0,0.00000,
1/13/2020,8,2,4.16,3.64,0,0,0.00000,
1/13/2020,8,3,2.97,2.62,0,0,0.00000,
1/13/2020,8,4,2.33,2.09,0,0,0.00000,
1/13/2020,9,1,2.87,2.58,0.10325,0.10819,0.10000,
1/13/2020,9,2,2.74,2.42,0.391,0.40275,0.40000,
1/13/2020,9,3,1.65,1.58,0.69225,0.69931,0.70000,
1/13/2020,9,4,1.5,1.4,1.321,1.33973,1.30000,
1/13/2020,10,1,1.33,1.35,1.96325,1.96945,2.00000,
1/13/2020,10,2,1.39,0.49,2.376,2.42161,2.40000,
1/13/2020,10,3,1.27,-0.03,3.0245,2.99257,3.00000,
1/13/2020,10,4,0.45,-0.32,2.4125,2.42665,2.40000,
1/13/2020,11,1,-1.12,-0.68,2.88525,2.902,2.90000,
1/13/2020,11,2,-1.16,-0.94,3.207,3.18867,3.20000,
1/13/2020,11,3,-0.44,-1.27,3.46125,3.5199,3.50000,
1/13/2020,11,4,0.38,-1.46,5.5955,5.67426,5.70000,
1/13/2020,12,1,1.07,-1.01,6.762,6.71247,6.70000,
1/13/2020,12,2,1.04,-0.39,6.51575,6.54091,6.50000,
1/13/2020,12,3,1.14,-0.85,4.66175,4.61592,4.60000,
1/13/2020,12,4,3.08,0.18,6.6545,6.61265,6.60000,
1/13/2020,13,1,4.41,0.9,5.91025,5.89753,5.90000,
1/13/2020,13,2,6.17,1.14,7.261,7.37391,7.40000,
1/13/2020,13,3,7.81,1.5,7.752,7.76062,7.80000,
1/13/2020,13,4,7.75,1.27,6.85675,6.86337,6.90000,
1/13/2020,14,1,6.62,0.85,6.73625,6.62828,6.60000,
1/13/2020,14,2,5.97,0.48,7.71675,7.79531,7.80000,
1/13/2020,14,3,7.08,0.19,6.7885,6.72069,6.70000,
1/13/2020,14,4,6.19,0.16,6.21475,6.18366,6.20000,
1/13/2020,15,1,5.91,0.65,6.528,6.56938,6.60000,
1/13/2020,15,2,5.96,0.74,7.32775,7.37976,7.40000,
1/13/2020,15,3,6.79,1.1,4.681,4.47853,4.50000,
1/13/2020,15,4,7.03,1.12,3.21175,3.22239,3.20000,
1/13/2020,16,1,7.02,-0.08,4.27275,4.27132,4.30000,
1/13/2020,16,2,6.45,-1.39,4.75,4.76942,4.80000,
1/13/2020,16,3,8.64,3.8,3.29975,3.31737,3.30000,
1/13/2020,16,4,7.61,1.09,6.21325,6.14548,6.10000,
1/13/2020,17,1,9.71,5.5,3.0865,3.09606,3.10000,
1/13/2020,17,2,9.06,3.19,4.444,4.45339,4.50000,
1/13/2020,17,3,9.68,3.93,3.9645,3.97025,4.00000,
1/13/2020,17,4,12.88,10.01,4.4095,4.42295,4.40000,
1/13/2020,18,1,15.49,14.63,3.824,3.79573,3.80000,
1/13/2020,18,2,17.15,17.19,2.71625,2.70355,2.70000,
1/13/2020,18,3,18.31,18.35,1.343,1.28715,1.30000,
1/13/2020,18,4,19.62,19.66,0.2395,0.21205,0.20000,
1/13/2020,19,1,18.04,18.04,0.0345,0.02863,0.00000,
1/13/2020,19,2,17.85,17.86,0,0,0.00000,
1/13/2020,19,3,17.33,17.36,0,0,0.00000,
1/13/2020,19,4,17.25,17.29,0,0,0.00000,
1/13/2020,20,1,16.15,14.7,0,0,0.00000,
1/13/2020,20,2,16.64,15.55,0,0,0.00000,
1/13/2020,20,3,17.22,17.24,0,0,0.00000,
1/13/2020,20,4,17.05,17.09,0,0,0.00000,
1/13/2020,21,1,16.17,22.01,0,0,0.00000,
1/13/2020,21,2,17.38,53.08,0,0,0.00000,
1/13/2020,21,3,17.88,129.99,0,0,0.00000,
1/13/2020,21,4,16.48,16.48,0,0,0.00000,
1/13/2020,22,1,16.15,63.01,0,0,0.00000,
1/13/2020,22,2,15.9,69.13,0,0,0.00000,
1/13/2020,22,3,13.97,13.98,0,0,0.00000,
1/13/2020,22,4,13.55,13.56,0,0,0.00000,
1/13/2020,23,1,13.25,13.25,0,0,0.00000,
1/13/2020,23,2,13.01,13.01,0,0,0.00000,
1/13/2020,23,3,12.3,12.3,0,0,0.00000,
1/13/2020,23,4,11.61,19.22,0,0,0.00000,
1/13/2020,24,1,10.21,27.21,0,0,0.00000,
1/13/2020,24,2,10.67,26.61,0,0,0.00000,
1/13/2020,24,3,9.4,25.75,0,0,0.00000,
1/13/2020,24,4,8.73,34.5,0,0,0.00000,
1/14/2020,1,1,10.76,57.19,0,0,0.00000,
1/14/2020,1,2,10.49,76.52,0,0,0.00000,
1/14/2020,1,3,10.12,13.69,0,0,0.00000,
1/14/2020,1,4,10.68,34.2,0,0,0.00000,
1/14/2020,2,1,10.23,34.62,0,0,0.00000,
1/14/2020,2,2,9.7,81,0,0,0.00000,
1/14/2020,2,3,10.04,34.35,0,0,0.00000,
1/14/2020,2,4,9.75,37.22,0,0,0.00000,
1/14/2020,3,1,11.4,37.19,0,0,0.00000,
1/14/2020,3,2,12.1,13.1,0,0,0.00000,
1/14/2020,3,3,12.64,12.64,0,0,0.00000,
1/14/2020,3,4,12.83,12.83,0,0,0.00000,
1/14/2020,4,1,13.06,13.06,0,0,0.00000,
1/14/2020,4,2,13.05,17.94,0,0,0.00000,
1/14/2020,4,3,13.02,20.34,0,0,0.00000,
1/14/2020,4,4,13.08,35.58,0,0,0.00000,
1/14/2020,5,1,13.36,35.63,0,0,0.00000,
1/14/2020,5,2,13.89,28.58,0,0,0.00000,
1/14/2020,5,3,13.69,28.96,0,0,0.00000,
1/14/2020,5,4,12.88,27.56,0,0,0.00000,
1/14/2020,6,1,12.74,20.33,0,0,0.00000,
1/14/2020,6,2,13.45,21.21,0,0,0.00000,
1/14/2020,6,3,14.23,36.26,0,0,0.00000,
1/14/2020,6,4,13.7,36.25,0,0,0.00000,
1/14/2020,7,1,12.12,175.78,0,0,0.00000,
1/14/2020,7,2,12.59,247.04,0,0,0.00000,
1/14/2020,7,3,15.51,241.02,0,0,0.00000,
1/14/2020,7,4,15.87,182.91,0,0,0.00000,
1/14/2020,8,1,15.11,234.95,0,0,0.00000,
1/14/2020,8,2,15.23,241.18,0,0,0.00000,
1/14/2020,8,3,15.36,182.42,0,0,0.00000,
1/14/2020,8,4,15.26,182.31,0.05175,0.05662,0.10000,
1/14/2020,9,1,16.1,136.76,0.37125,0.38395,0.40000,
1/14/2020,9,2,20.08,38.71,1.59075,1.6562,1.70000,
1/14/2020,9,3,20.09,20.64,3.14025,3.17105,3.20000,
1/14/2020,9,4,18.14,18.19,4.20625,4.23786,4.20000,
1/14/2020,10,1,18.09,18.12,5.79875,5.8533,5.90000,
1/14/2020,10,2,18.43,18.45,7.72225,7.81184,7.80000,
1/14/2020,10,3,18.36,18.37,9.04025,9.00411,9.00000,
1/14/2020,10,4,19.86,20.03,7.48775,7.35438,7.40000,
1/14/2020,11,1,20.83,20.84,6.07175,6.11739,6.10000,
1/14/2020,11,2,19.45,19.45,6.34825,6.39956,6.40000,
1/14/2020,11,3,19.33,19.33,7.7765,7.77348,7.80000,
1/14/2020,11,4,20.38,20.38,8.048,7.9871,8.00000,
1/14/2020,12,1,20.41,20.41,5.95575,5.96311,6.00000,
1/14/2020,12,2,19.51,19.51,8.4585,8.51777,8.50000,
1/14/2020,12,3,19.57,19.57,8.594,8.5794,8.60000,
1/14/2020,12,4,19.15,19.15,8.49625,8.4829,8.50000,
1/14/2020,13,1,18.36,18.36,8.3075,8.30504,8.30000,
1/14/2020,13,2,18.12,18.12,8.464,8.45137,8.50000,
1/14/2020,13,3,18.01,18.01,7.6655,7.60515,7.60000,
1/14/2020,13,4,18,18,8.04,8.0806,8.10000,
1/14/2020,14,1,17.9,17.9,8.4475,8.43579,8.40000,
1/14/2020,14,2,17.48,17.51,7.46575,7.44176,7.40000,
1/14/2020,14,3,18.09,18.09,8.28625,8.19356,8.20000,
1/14/2020,14,4,17.68,17.69,6.772,6.81543,6.80000,
1/14/2020,15,1,17.41,17.43,10.00325,10.09821,10.10000,
1/14/2020,15,2,17.26,17.28,5.69425,5.58805,5.60000,
1/14/2020,15,3,17.23,17.24,9.1325,9.20146,9.20000,
1/14/2020,15,4,17.14,17.15,8.889,8.87188,8.90000,
1/14/2020,16,1,17.23,17.23,9.3375,9.30218,9.30000,
1/14/2020,16,2,17.45,17.46,7.59025,7.57093,7.60000,
1/14/2020,16,3,17.23,17.23,8.8235,8.84148,8.90000,
1/14/2020,16,4,17.18,17.18,8.4435,8.40504,8.40000,
1/14/2020,17,1,17.23,17.24,9.01575,8.91657,8.90000,
1/14/2020,17,2,17.02,17.02,7.96025,8.04611,8.10000,
1/14/2020,17,3,17.05,17.06,7.86525,7.78841,7.80000,
1/14/2020,17,4,17.22,17.23,6.27,6.22209,6.20000,
1/14/2020,18,1,17.28,17.29,3.9215,3.82409,3.80000,
1/14/2020,18,2,18.43,18.44,2.927,2.88028,2.90000,
1/14/2020,18,3,18.33,18.34,0.83175,0.80735,0.80000,
1/14/2020,18,4,18.45,18.45,0.2525,0.24728,0.20000,
1/14/2020,19,1,18.82,18.83,0.095,0.08709,0.10000,
1/14/2020,19,2,19.47,19.47,0,0,0.00000,
1/14/2020,19,3,17.87,17.87,0,0,0.00000,
1/14/2020,19,4,17.62,17.66,0,0,0.00000,
1/14/2020,20,1,17.28,17.32,0,0,0.00000,
1/14/2020,20,2,17.23,17.28,0,0,0.00000,
1/14/2020,20,3,17.18,17.23,0,0,0.00000,
1/14/2020,20,4,17,17.06,0,0,0.00000,
1/14/2020,21,1,16.05,16.07,0,0,0.00000,
1/14/2020,21,2,15.05,15.06,0,0,0.00000,
1/14/2020,21,3,14.26,14.26,0,0,0.00000,
1/14/2020,21,4,14.22,14.22,0,0,0.00000,
1/14/2020,22,1,13.48,13.48,0,0,0.00000,
1/14/2020,22,2,14.07,14.04,0,0,0.00000,
1/14/2020,22,3,13.11,13.09,0,0,0.00000,
1/14/2020,22,4,13.11,13.07,0,0,0.00000,
1/14/2020,23,1,15.28,15.16,0,0,0.00000,
1/14/2020,23,2,15.56,15.58,0,0,0.00000,
1/14/2020,23,3,10.9,11.48,0,0,0.00000,
1/14/2020,23,4,6.29,7.3,0,0,0.00000,
1/14/2020,24,1,3.8,5.13,0,0,0.00000,
1/14/2020,24,2,1.97,3.38,0,0,0.00000,
1/14/2020,24,3,1.95,3.25,0,0,0.00000,
1/14/2020,24,4,1.67,2.65,0,0,0.00000,
1/15/2020,1,1,1.73,2.32,0,0,0.00000,
1/15/2020,1,2,1.58,2.8,0,0,0.00000,
1/15/2020,1,3,1.6,2.35,0,0,0.00000,
1/15/2020,1,4,1.8,2.42,0,0,0.00000,
1/15/2020,2,1,2.66,2.82,0,0,0.00000,
1/15/2020,2,2,7.23,7.25,0,0,0.00000,
1/15/2020,2,3,3.11,4.41,0,0,0.00000,
1/15/2020,2,4,1.87,16.92,0,0,0.00000,
1/15/2020,3,1,1.2,15.16,0,0,0.00000,
1/15/2020,3,2,0.56,1.15,0,0,0.00000,
1/15/2020,3,3,0.03,4.22,0,0,0.00000,
1/15/2020,3,4,0,5.94,0,0,0.00000,
1/15/2020,4,1,0.68,28.42,0,0,0.00000,
1/15/2020,4,2,0.73,45.86,0,0,0.00000,
1/15/2020,4,3,2.07,49.19,0,0,0.00000,
1/15/2020,4,4,2.05,47.91,0,0,0.00000,
1/15/2020,5,1,2.03,11.08,0,0,0.00000,
1/15/2020,5,2,1.94,8.75,0,0,0.00000,
1/15/2020,5,3,2.03,8.48,0,0,0.00000,
1/15/2020,5,4,0.44,7.71,0,0,0.00000,
1/15/2020,6,1,3.39,60.59,0,0,0.00000,
1/15/2020,6,2,9.7,113.02,0,0,0.00000,
1/15/2020,6,3,9.99,166.63,0,0,0.00000,
1/15/2020,6,4,4.47,171.96,0,0,0.00000,
1/15/2020,7,1,8.72,176.2,0,0,0.00000,
1/15/2020,7,2,9.86,177.4,0,0,0.00000,
1/15/2020,7,3,10.29,174.86,0,0,0.00000,
1/15/2020,7,4,12.92,75.67,0,0,0.00000,
1/15/2020,8,1,14.7,316.79,0,0,0.00000,
1/15/2020,8,2,14.9,343.17,0,0,0.00000,
1/15/2020,8,3,11.99,136.14,0,0,0.00000,
1/15/2020,8,4,11.85,123.61,0,0,0.00000,
1/15/2020,9,1,14.64,18.73,0.06825,0.07057,0.10000,
1/15/2020,9,2,14.74,14.76,0.17575,0.18059,0.20000,
1/15/2020,9,3,14.89,14.91,0.347,0.35181,0.40000,
1/15/2020,9,4,15.05,15.07,0.67675,0.6888,0.70000,
1/15/2020,10,1,15.9,15.92,1.19275,1.21077,1.20000,
1/15/2020,10,2,16.14,16.16,1.6795,1.69878,1.70000,
1/15/2020,10,3,16.37,16.39,1.2235,1.18802,1.20000,
1/15/2020,10,4,16.31,16.34,1.211,1.2381,1.20000,
1/15/2020,11,1,16.75,16.75,2.65025,2.72363,2.70000,
1/15/2020,11,2,16.81,16.82,2.51025,2.45982,2.50000,
1/15/2020,11,3,13.95,14.58,2.8255,2.8045,2.80000,
1/15/2020,11,4,17.4,17.43,1.7295,1.73117,1.70000,
1/15/2020,12,1,17.51,17.55,3.37575,3.43957,3.40000,
1/15/2020,12,2,17.06,17.16,3.56275,3.52726,3.50000,
1/15/2020,12,3,17.38,17.92,2.76025,2.73742,2.70000,
1/15/2020,12,4,17.65,18.25,2.509,2.53444,2.50000,
1/15/2020,13,1,17.28,17.98,2.99325,3.00834,3.00000,
1/15/2020,13,2,17.47,18.16,3.1345,3.13155,3.10000,
1/15/2020,13,3,18.06,18.11,2.78175,2.75581,2.80000,
1/15/2020,13,4,19.23,19.55,2.332,2.32865,2.30000,
1/15/2020,14,1,19.47,76.45,2.558,2.57227,2.60000,
1/15/2020,14,2,18.23,76.84,2.6,2.58913,2.60000,
1/15/2020,14,3,18.98,77.5,3.0305,3.06247,3.10000,
1/15/2020,14,4,19.78,19.79,3.486,3.50393,3.50000,
